Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Units Sold,Total Sales,Operating Profit,Operating Margin
Walmart,1185732,10/15/2022,Northeast,Maryland,Baltimore,Sprite,46,UPS,$0.55 ,"2,000","$1,100 ",$440 ,40%
Walmart,1185732,10/15/2022,Northeast,Maryland,Baltimore,Fanta,24,UPS,$0.55 ,"1,750",$963 ,$385 ,40%
Walmart,1185732,10/15/2022,Northeast,Maryland,Baltimore,Powerade,26,FedEx,$0.65 ,"1,750","$1,138 ",$341 ,30%
Walmart,1185732,10/15/2022,Northeast,Maryland,Baltimore,Dasani Water,31,UPS,$0.70 ,"3,000","$2,100 ",$840 ,40%
Walmart,1185732,11/14/2022,Northeast,Maryland,Baltimore,Coca-Cola,39,FedEx,$0.65 ,"4,500","$2,925 ","$1,024 ",35%
Walmart,1185732,11/14/2022,Northeast,Maryland,Baltimore,Diet Coke,18,DHL,$0.55 ,"3,250","$1,788 ",$626 ,35%
Walmart,1185732,11/14/2022,Northeast,Maryland,Baltimore,Sprite,20,DHL,$0.55 ,"3,200","$1,760 ",$704 ,40%
Walmart,1185732,11/14/2022,Northeast,Maryland,Baltimore,Fanta,37,UPS,$0.55 ,"3,000","$1,650 ",$660 ,40%
Walmart,1185732,11/14/2022,Northeast,Maryland,Baltimore,Powerade,37,DHL,$0.65 ,"2,750","$1,788 ",$536 ,30%
Walmart,1185732,11/14/2022,Northeast,Maryland,Baltimore,Dasani Water,40,UPS,$0.70 ,"3,750","$2,625 ","$1,050 ",40%
Walmart,1185732,12/13/2022,Northeast,Maryland,Baltimore,Coca-Cola,25,USPS,$0.65 ,"6,000","$3,900 ","$1,365 ",35%
Walmart,1185732,12/13/2022,Northeast,Maryland,Baltimore,Diet Coke,29,UPS,$0.55 ,"4,000","$2,200 ",$770 ,35%
Walmart,1185732,12/13/2022,Northeast,Maryland,Baltimore,Sprite,56,UPS,$0.55 ,"3,750","$2,063 ",$825 ,40%
Walmart,1185732,12/13/2022,Northeast,Maryland,Baltimore,Fanta,31,UPS,$0.55 ,"3,250","$1,788 ",$715 ,40%
Walmart,1185732,12/13/2022,Northeast,Maryland,Baltimore,Powerade,43,USPS,$0.65 ,"3,250","$2,113 ",$634 ,30%
Walmart,1185732,12/13/2022,Northeast,Maryland,Baltimore,Dasani Water,28,DHL,$0.70 ,"4,250","$2,975 ","$1,190 ",40%
Walmart,1185732,1/10/2022,Northeast,Delaware,Wilmington,Coca-Cola,56,UPS,$0.35 ,"4,750","$1,663 ",$582 ,35%
Walmart,1185732,1/10/2022,Northeast,Delaware,Wilmington,Diet Coke,40,UPS,$0.35 ,"2,750",$963 ,$337 ,35%
Walmart,1185732,1/10/2022,Northeast,Delaware,Wilmington,Sprite,33,DHL,$0.25 ,"2,750",$688 ,$275 ,40%
Walmart,1185732,1/10/2022,Northeast,Delaware,Wilmington,Fanta,56,DHL,$0.30 ,"1,250",$375 ,$150 ,40%
Walmart,1185732,1/10/2022,Northeast,Delaware,Wilmington,Powerade,57,UPS,$0.45 ,"1,750",$788 ,$236 ,30%
Walmart,1185732,1/10/2022,Northeast,Delaware,Wilmington,Dasani Water,35,UPS,$0.35 ,"2,750",$963 ,$385 ,40%
Walmart,1185732,2/8/2022,Northeast,Delaware,Wilmington,Coca-Cola,48,DHL,$0.35 ,"5,250","$1,838 ",$643 ,35%
Walmart,1185732,2/8/2022,Northeast,Delaware,Wilmington,Diet Coke,46,DHL,$0.35 ,"1,750",$613 ,$214 ,35%
Walmart,1185732,2/8/2022,Northeast,Delaware,Wilmington,Sprite,43,DHL,$0.25 ,"2,250",$563 ,$225 ,40%
Walmart,1185732,2/8/2022,Northeast,Delaware,Wilmington,Fanta,30,DHL,$0.30 ,"1,000",$300 ,$120 ,40%
Walmart,1185732,2/8/2022,Northeast,Delaware,Wilmington,Powerade,27,UPS,$0.45 ,"1,750",$788 ,$236 ,30%
Walmart,1185732,2/8/2022,Northeast,Delaware,Wilmington,Dasani Water,35,DHL,$0.35 ,"2,750",$963 ,$385 ,40%
Walmart,1185732,3/6/2022,Northeast,Delaware,Wilmington,Coca-Cola,30,USPS,$0.35 ,"4,950","$1,733 ",$606 ,35%
Walmart,1185732,3/6/2022,Northeast,Delaware,Wilmington,Diet Coke,24,UPS,$0.35 ,"2,000",$700 ,$245 ,35%
Walmart,1185732,3/6/2022,Northeast,Delaware,Wilmington,Sprite,50,FedEx,$0.25 ,"2,250",$563 ,$225 ,40%
Walmart,1185732,3/6/2022,Northeast,Delaware,Wilmington,Fanta,46,DHL,$0.30 ,750,$225 ,$90 ,40%
Walmart,1185732,3/6/2022,Northeast,Delaware,Wilmington,Powerade,53,USPS,$0.45 ,"1,250",$563 ,$169 ,30%
Walmart,1185732,3/6/2022,Northeast,Delaware,Wilmington,Dasani Water,58,UPS,$0.35 ,"2,250",$788 ,$315 ,40%
Walmart,1185732,4/7/2022,Northeast,Delaware,Wilmington,Coca-Cola,44,FedEx,$0.35 ,"4,750","$1,663 ",$582 ,35%
Walmart,1185732,4/7/2022,Northeast,Delaware,Wilmington,Diet Coke,22,USPS,$0.35 ,"1,750",$613 ,$214 ,35%
Walmart,1185732,4/7/2022,Northeast,Delaware,Wilmington,Sprite,29,UPS,$0.25 ,"1,750",$438 ,$175 ,40%
Walmart,1185732,4/7/2022,Northeast,Delaware,Wilmington,Fanta,58,UPS,$0.30 ,"1,000",$300 ,$120 ,40%
Walmart,1185732,4/7/2022,Northeast,Delaware,Wilmington,Powerade,47,FedEx,$0.45 ,"1,000",$450 ,$135 ,30%
Walmart,1185732,4/7/2022,Northeast,Delaware,Wilmington,Dasani Water,58,UPS,$0.35 ,"2,500",$875 ,$350 ,40%
Walmart,1185732,5/6/2022,Northeast,Delaware,Wilmington,Coca-Cola,55,DHL,$0.50 ,"5,200","$2,600 ",$910 ,35%
Walmart,1185732,5/6/2022,Northeast,Delaware,Wilmington,Diet Coke,41,FedEx,$0.45 ,"2,250","$1,013 ",$354 ,35%
Walmart,1185732,5/6/2022,Northeast,Delaware,Wilmington,Sprite,36,FedEx,$0.40 ,"2,500","$1,000 ",$400 ,40%
Walmart,1185732,5/6/2022,Northeast,Delaware,Wilmington,Fanta,31,UPS,$0.40 ,"2,000",$800 ,$320 ,40%
Walmart,1185732,5/6/2022,Northeast,Delaware,Wilmington,Powerade,21,UPS,$0.50 ,"2,250","$1,125 ",$338 ,30%
Walmart,1185732,5/6/2022,Northeast,Delaware,Wilmington,Dasani Water,55,FedEx,$0.55 ,"3,500","$1,925 ",$770 ,40%
Walmart,1185732,6/8/2022,Northeast,Delaware,Wilmington,Coca-Cola,52,UPS,$0.50 ,"6,000","$3,000 ","$1,050 ",35%
Walmart,1185732,6/8/2022,Northeast,Delaware,Wilmington,Diet Coke,40,DHL,$0.45 ,"3,500","$1,575 ",$551 ,35%
Walmart,1185732,6/8/2022,Northeast,Delaware,Wilmington,Sprite,55,USPS,$0.40 ,"2,750","$1,100 ",$440 ,40%
Walmart,1185732,6/8/2022,Northeast,Delaware,Wilmington,Fanta,22,FedEx,$0.40 ,"2,500","$1,000 ",$400 ,40%
Walmart,1185732,6/8/2022,Northeast,Delaware,Wilmington,Powerade,27,UPS,$0.50 ,"2,500","$1,250 ",$375 ,30%
Walmart,1185732,6/8/2022,Northeast,Delaware,Wilmington,Dasani Water,30,DHL,$0.55 ,"4,000","$2,200 ",$880 ,40%
Walmart,1185732,7/6/2022,Northeast,Delaware,Wilmington,Coca-Cola,53,UPS,$0.50 ,"6,250","$3,125 ","$1,094 ",35%
Walmart,1185732,7/6/2022,Northeast,Delaware,Wilmington,Diet Coke,34,DHL,$0.45 ,"3,750","$1,688 ",$591 ,35%
Walmart,1185732,7/6/2022,Northeast,Delaware,Wilmington,Sprite,16,FedEx,$0.40 ,"3,000","$1,200 ",$480 ,40%
Walmart,1185732,7/6/2022,Northeast,Delaware,Wilmington,Fanta,50,FedEx,$0.40 ,"2,500","$1,000 ",$400 ,40%
Walmart,1185732,7/6/2022,Northeast,Delaware,Wilmington,Powerade,60,DHL,$0.50 ,"2,750","$1,375 ",$413 ,30%
Walmart,1185732,7/6/2022,Northeast,Delaware,Wilmington,Dasani Water,40,DHL,$0.55 ,"4,500","$2,475 ",$990 ,40%
Walmart,1185732,8/7/2022,Northeast,Delaware,Wilmington,Coca-Cola,20,DHL,$0.50 ,"6,000","$3,000 ","$1,050 ",35%
Walmart,1185732,8/7/2022,Northeast,Delaware,Wilmington,Diet Coke,41,FedEx,$0.45 ,"3,750","$1,688 ",$591 ,35%
Walmart,1185732,8/7/2022,Northeast,Delaware,Wilmington,Sprite,45,USPS,$0.40 ,"3,000","$1,200 ",$480 ,40%
Walmart,1185732,8/7/2022,Northeast,Delaware,Wilmington,Fanta,17,USPS,$0.40 ,"2,000",$800 ,$320 ,40%
Walmart,1185732,8/7/2022,Northeast,Delaware,Wilmington,Powerade,16,FedEx,$0.50 ,"1,750",$875 ,$263 ,30%
Walmart,1185732,8/7/2022,Northeast,Delaware,Wilmington,Dasani Water,51,DHL,$0.55 ,"3,500","$1,925 ",$770 ,40%
Walmart,1185732,9/6/2022,Northeast,Delaware,Wilmington,Coca-Cola,33,DHL,$0.50 ,"4,750","$2,375 ",$831 ,35%
Walmart,1185732,9/6/2022,Northeast,Delaware,Wilmington,Diet Coke,25,USPS,$0.45 ,"2,750","$1,238 ",$433 ,35%
Walmart,1185732,9/6/2022,Northeast,Delaware,Wilmington,Sprite,25,USPS,$0.40 ,"1,750",$700 ,$280 ,40%
Walmart,1185732,9/6/2022,Northeast,Delaware,Wilmington,Fanta,29,FedEx,$0.40 ,"1,500",$600 ,$240 ,40%
Walmart,1185732,9/6/2022,Northeast,Delaware,Wilmington,Powerade,47,USPS,$0.50 ,"1,500",$750 ,$225 ,30%
Walmart,1185732,9/6/2022,Northeast,Delaware,Wilmington,Dasani Water,34,USPS,$0.55 ,"2,500","$1,375 ",$550 ,40%
Walmart,1185732,10/8/2022,Northeast,Delaware,Wilmington,Coca-Cola,35,UPS,$0.55 ,"4,250","$2,338 ",$818 ,35%
Walmart,1185732,10/8/2022,Northeast,Delaware,Wilmington,Diet Coke,32,FedEx,$0.50 ,"2,500","$1,250 ",$438 ,35%
Walmart,1185732,10/8/2022,Northeast,Delaware,Wilmington,Sprite,32,FedEx,$0.50 ,"1,500",$750 ,$300 ,40%
Walmart,1185732,10/8/2022,Northeast,Delaware,Wilmington,Fanta,52,DHL,$0.50 ,"1,250",$625 ,$250 ,40%
Walmart,1185732,10/8/2022,Northeast,Delaware,Wilmington,Powerade,32,DHL,$0.60 ,"1,250",$750 ,$225 ,30%
Walmart,1185732,10/8/2022,Northeast,Delaware,Wilmington,Dasani Water,48,FedEx,$0.65 ,"2,500","$1,625 ",$650 ,40%
Walmart,1185732,11/7/2022,Northeast,Delaware,Wilmington,Coca-Cola,57,DHL,$0.60 ,"4,000","$2,400 ",$840 ,35%
Walmart,1185732,11/7/2022,Northeast,Delaware,Wilmington,Diet Coke,50,DHL,$0.50 ,"2,750","$1,375 ",$481 ,35%
Walmart,1185732,11/7/2022,Northeast,Delaware,Wilmington,Sprite,42,UPS,$0.50 ,"2,700","$1,350 ",$540 ,40%
Walmart,1185732,11/7/2022,Northeast,Delaware,Wilmington,Fanta,49,USPS,$0.50 ,"2,500","$1,250 ",$500 ,40%
Walmart,1185732,11/7/2022,Northeast,Delaware,Wilmington,Powerade,60,UPS,$0.60 ,"2,250","$1,350 ",$405 ,30%
Walmart,1185732,11/7/2022,Northeast,Delaware,Wilmington,Dasani Water,58,DHL,$0.65 ,"3,250","$2,113 ",$845 ,40%
Walmart,1185732,12/6/2022,Northeast,Delaware,Wilmington,Coca-Cola,59,FedEx,$0.60 ,"5,500","$3,300 ","$1,155 ",35%
Walmart,1185732,12/6/2022,Northeast,Delaware,Wilmington,Diet Coke,39,FedEx,$0.50 ,"3,500","$1,750 ",$613 ,35%
Walmart,1185732,12/6/2022,Northeast,Delaware,Wilmington,Sprite,42,UPS,$0.50 ,"3,250","$1,625 ",$650 ,40%
Walmart,1185732,12/6/2022,Northeast,Delaware,Wilmington,Fanta,43,UPS,$0.50 ,"2,750","$1,375 ",$550 ,40%
Walmart,1185732,12/6/2022,Northeast,Delaware,Wilmington,Powerade,39,USPS,$0.60 ,"2,750","$1,650 ",$495 ,30%
Walmart,1185732,12/6/2022,Northeast,Delaware,Wilmington,Dasani Water,27,DHL,$0.65 ,"3,750","$2,438 ",$975 ,40%
Walmart,1185732,1/7/2022,Northeast,New Jersey,Newark,Coca-Cola,15,DHL,$0.40 ,"5,000","$2,000 ",$800 ,40%
Walmart,1185732,1/7/2022,Northeast,New Jersey,Newark,Diet Coke,44,FedEx,$0.40 ,"3,000","$1,200 ",$480 ,40%
Walmart,1185732,1/7/2022,Northeast,New Jersey,Newark,Sprite,33,USPS,$0.30 ,"3,000",$900 ,$270 ,30%
Walmart,1185732,1/7/2022,Northeast,New Jersey,Newark,Fanta,18,USPS,$0.35 ,"1,500",$525 ,$158 ,30%
Walmart,1185732,1/7/2022,Northeast,New Jersey,Newark,Powerade,30,DHL,$0.50 ,"2,000","$1,000 ",$300 ,30%
Walmart,1185732,1/7/2022,Northeast,New Jersey,Newark,Dasani Water,55,USPS,$0.40 ,"3,000","$1,200 ",$420 ,35%
Walmart,1185732,2/5/2022,Northeast,New Jersey,Newark,Coca-Cola,38,USPS,$0.40 ,"5,500","$2,200 ",$880 ,40%
Walmart,1185732,2/5/2022,Northeast,New Jersey,Newark,Diet Coke,54,USPS,$0.40 ,"2,000",$800 ,$320 ,40%
Walmart,1185732,2/5/2022,Northeast,New Jersey,Newark,Sprite,58,DHL,$0.30 ,"2,500",$750 ,$225 ,30%
Walmart,1185732,2/5/2022,Northeast,New Jersey,Newark,Fanta,31,UPS,$0.35 ,"1,250",$438 ,$131 ,30%
Walmart,1185732,2/5/2022,Northeast,New Jersey,Newark,Powerade,56,FedEx,$0.50 ,"2,000","$1,000 ",$300 ,30%
Walmart,1185732,2/5/2022,Northeast,New Jersey,Newark,Dasani Water,20,DHL,$0.40 ,"3,000","$1,200 ",$420 ,35%
Walmart,1185732,3/3/2022,Northeast,New Jersey,Newark,Coca-Cola,16,USPS,$0.40 ,"5,200","$2,080 ",$832 ,40%
Walmart,1185732,3/3/2022,Northeast,New Jersey,Newark,Diet Coke,27,DHL,$0.40 ,"2,250",$900 ,$360 ,40%
Walmart,1185732,3/3/2022,Northeast,New Jersey,Newark,Sprite,29,USPS,$0.30 ,"2,500",$750 ,$225 ,30%
Walmart,1185732,3/3/2022,Northeast,New Jersey,Newark,Fanta,19,DHL,$0.35 ,"1,000",$350 ,$105 ,30%
Walmart,1185732,3/3/2022,Northeast,New Jersey,Newark,Powerade,17,USPS,$0.50 ,"1,500",$750 ,$225 ,30%
Walmart,1185732,3/3/2022,Northeast,New Jersey,Newark,Dasani Water,58,UPS,$0.40 ,"2,500","$1,000 ",$350 ,35%
Walmart,1185732,4/4/2022,Northeast,New Jersey,Newark,Coca-Cola,51,USPS,$0.40 ,"5,000","$2,000 ",$800 ,40%
Walmart,1185732,4/4/2022,Northeast,New Jersey,Newark,Diet Coke,42,DHL,$0.40 ,"2,000",$800 ,$320 ,40%
Walmart,1185732,4/4/2022,Northeast,New Jersey,Newark,Sprite,16,USPS,$0.30 ,"2,000",$600 ,$180 ,30%
Walmart,1185732,4/4/2022,Northeast,New Jersey,Newark,Fanta,20,UPS,$0.35 ,"1,250",$438 ,$131 ,30%
Walmart,1185732,4/4/2022,Northeast,New Jersey,Newark,Powerade,27,DHL,$0.50 ,"1,250",$625 ,$188 ,30%
Walmart,1185732,4/4/2022,Northeast,New Jersey,Newark,Dasani Water,41,USPS,$0.40 ,"2,750","$1,100 ",$385 ,35%
Walmart,1185732,5/3/2022,Northeast,New Jersey,Newark,Coca-Cola,58,UPS,$0.55 ,"5,450","$2,998 ","$1,199 ",40%
Walmart,1185732,5/3/2022,Northeast,New Jersey,Newark,Diet Coke,18,FedEx,$0.50 ,"2,500","$1,250 ",$500 ,40%
Walmart,1185732,5/3/2022,Northeast,New Jersey,Newark,Sprite,37,UPS,$0.45 ,"2,750","$1,238 ",$371 ,30%
Walmart,1185732,5/3/2022,Northeast,New Jersey,Newark,Fanta,16,USPS,$0.45 ,"2,250","$1,013 ",$304 ,30%
Walmart,1185732,5/3/2022,Northeast,New Jersey,Newark,Powerade,34,DHL,$0.55 ,"2,500","$1,375 ",$413 ,30%
Walmart,1185732,5/3/2022,Northeast,New Jersey,Newark,Dasani Water,30,UPS,$0.60 ,"3,750","$2,250 ",$788 ,35%
Walmart,1185732,6/5/2022,Northeast,New Jersey,Newark,Coca-Cola,32,DHL,$0.55 ,"6,250","$3,438 ","$1,375 ",40%
Walmart,1185732,6/5/2022,Northeast,New Jersey,Newark,Diet Coke,54,UPS,$0.50 ,"3,750","$1,875 ",$750 ,40%
Walmart,1185732,6/5/2022,Northeast,New Jersey,Newark,Sprite,44,USPS,$0.45 ,"3,000","$1,350 ",$405 ,30%
Walmart,1185732,6/5/2022,Northeast,New Jersey,Newark,Fanta,50,UPS,$0.45 ,"2,750","$1,238 ",$371 ,30%
Walmart,1185732,6/5/2022,Northeast,New Jersey,Newark,Powerade,58,DHL,$0.55 ,"2,750","$1,513 ",$454 ,30%
Walmart,1185732,6/5/2022,Northeast,New Jersey,Newark,Dasani Water,31,FedEx,$0.60 ,"4,250","$2,550 ",$893 ,35%
Walmart,1185732,7/3/2022,Northeast,New Jersey,Newark,Coca-Cola,43,USPS,$0.55 ,"6,500","$3,575 ","$1,430 ",40%
Walmart,1185732,7/3/2022,Northeast,New Jersey,Newark,Diet Coke,31,UPS,$0.50 ,"4,000","$2,000 ",$800 ,40%
Walmart,1185732,7/3/2022,Northeast,New Jersey,Newark,Sprite,41,UPS,$0.45 ,"3,250","$1,463 ",$439 ,30%
Walmart,1185732,7/3/2022,Northeast,New Jersey,Newark,Fanta,22,UPS,$0.45 ,"2,750","$1,238 ",$371 ,30%
Walmart,1185732,7/3/2022,Northeast,New Jersey,Newark,Powerade,50,USPS,$0.55 ,"3,000","$1,650 ",$495 ,30%
Walmart,1185732,7/3/2022,Northeast,New Jersey,Newark,Dasani Water,47,UPS,$0.60 ,"4,750","$2,850 ",$998 ,35%
Walmart,1185732,8/4/2022,Northeast,New Jersey,Newark,Coca-Cola,45,DHL,$0.55 ,"6,250","$3,438 ","$1,375 ",40%
Walmart,1185732,8/4/2022,Northeast,New Jersey,Newark,Diet Coke,18,UPS,$0.50 ,"4,000","$2,000 ",$800 ,40%
Walmart,1185732,8/4/2022,Northeast,New Jersey,Newark,Sprite,42,USPS,$0.45 ,"3,250","$1,463 ",$439 ,30%
Walmart,1185732,8/4/2022,Northeast,New Jersey,Newark,Fanta,30,FedEx,$0.45 ,"2,250","$1,013 ",$304 ,30%
Walmart,1185732,8/4/2022,Northeast,New Jersey,Newark,Powerade,52,UPS,$0.55 ,"2,000","$1,100 ",$330 ,30%
Walmart,1185732,8/4/2022,Northeast,New Jersey,Newark,Dasani Water,34,FedEx,$0.60 ,"3,750","$2,250 ",$788 ,35%
Walmart,1185732,9/3/2022,Northeast,New Jersey,Newark,Coca-Cola,18,UPS,$0.55 ,"5,000","$2,750 ","$1,100 ",40%
Walmart,1185732,9/3/2022,Northeast,New Jersey,Newark,Diet Coke,22,FedEx,$0.50 ,"3,000","$1,500 ",$600 ,40%
Walmart,1185732,9/3/2022,Northeast,New Jersey,Newark,Sprite,34,DHL,$0.45 ,"2,000",$900 ,$270 ,30%
Walmart,1185732,9/3/2022,Northeast,New Jersey,Newark,Fanta,42,FedEx,$0.45 ,"1,750",$788 ,$236 ,30%
Walmart,1185732,9/3/2022,Northeast,New Jersey,Newark,Powerade,46,FedEx,$0.55 ,"1,750",$963 ,$289 ,30%
Walmart,1185732,9/3/2022,Northeast,New Jersey,Newark,Dasani Water,40,DHL,$0.60 ,"2,750","$1,650 ",$578 ,35%
Walmart,1185732,10/5/2022,Northeast,New Jersey,Newark,Coca-Cola,32,USPS,$0.60 ,"4,500","$2,700 ","$1,080 ",40%
Walmart,1185732,10/5/2022,Northeast,New Jersey,Newark,Diet Coke,50,DHL,$0.55 ,"2,750","$1,513 ",$605 ,40%
Walmart,1185732,10/5/2022,Northeast,New Jersey,Newark,Sprite,42,UPS,$0.55 ,"1,750",$963 ,$289 ,30%
Walmart,1185732,10/5/2022,Northeast,New Jersey,Newark,Fanta,53,FedEx,$0.55 ,"1,500",$825 ,$248 ,30%
Walmart,1185732,10/5/2022,Northeast,New Jersey,Newark,Powerade,26,USPS,$0.65 ,"1,500",$975 ,$293 ,30%
Walmart,1185732,10/5/2022,Northeast,New Jersey,Newark,Dasani Water,25,FedEx,$0.70 ,"2,750","$1,925 ",$674 ,35%
Walmart,1185732,11/4/2022,Northeast,New Jersey,Newark,Coca-Cola,51,DHL,$0.65 ,"4,250","$2,763 ","$1,105 ",40%
Walmart,1185732,11/4/2022,Northeast,New Jersey,Newark,Diet Coke,56,FedEx,$0.55 ,"3,000","$1,650 ",$660 ,40%
Walmart,1185732,11/4/2022,Northeast,New Jersey,Newark,Sprite,52,DHL,$0.55 ,"2,950","$1,623 ",$487 ,30%
Walmart,1185732,11/4/2022,Northeast,New Jersey,Newark,Fanta,15,DHL,$0.55 ,"2,750","$1,513 ",$454 ,30%
Walmart,1185732,11/4/2022,Northeast,New Jersey,Newark,Powerade,35,USPS,$0.65 ,"2,500","$1,625 ",$488 ,30%
Walmart,1185732,11/4/2022,Northeast,New Jersey,Newark,Dasani Water,55,DHL,$0.70 ,"3,500","$2,450 ",$858 ,35%
Walmart,1185732,12/3/2022,Northeast,New Jersey,Newark,Coca-Cola,58,USPS,$0.65 ,"5,750","$3,738 ","$1,495 ",40%
Walmart,1185732,12/3/2022,Northeast,New Jersey,Newark,Diet Coke,27,USPS,$0.55 ,"3,750","$2,063 ",$825 ,40%
Walmart,1185732,12/3/2022,Northeast,New Jersey,Newark,Sprite,36,USPS,$0.55 ,"3,500","$1,925 ",$578 ,30%
Walmart,1185732,12/3/2022,Northeast,New Jersey,Newark,Fanta,24,FedEx,$0.55 ,"3,000","$1,650 ",$495 ,30%
Walmart,1185732,12/3/2022,Northeast,New Jersey,Newark,Powerade,17,FedEx,$0.65 ,"3,000","$1,950 ",$585 ,30%
Walmart,1185732,12/3/2022,Northeast,New Jersey,Newark,Dasani Water,21,FedEx,$0.70 ,"4,000","$2,800 ",$980 ,35%
Walmart,1185732,1/10/2022,Northeast,Connecticut,Hartford,Coca-Cola,19,USPS,$0.35 ,"4,250","$1,488 ",$521 ,35%
Walmart,1185732,1/10/2022,Northeast,Connecticut,Hartford,Diet Coke,58,FedEx,$0.35 ,"2,250",$788 ,$276 ,35%
Walmart,1185732,1/10/2022,Northeast,Connecticut,Hartford,Sprite,46,DHL,$0.25 ,"2,250",$563 ,$225 ,40%
Walmart,1185732,1/10/2022,Northeast,Connecticut,Hartford,Fanta,30,DHL,$0.30 ,750,$225 ,$90 ,40%
Walmart,1185732,1/10/2022,Northeast,Connecticut,Hartford,Powerade,50,UPS,$0.45 ,"1,250",$563 ,$169 ,30%
Walmart,1185732,1/10/2022,Northeast,Connecticut,Hartford,Dasani Water,32,FedEx,$0.35 ,"2,250",$788 ,$315 ,40%
Walmart,1185732,2/8/2022,Northeast,Connecticut,Hartford,Coca-Cola,23,USPS,$0.35 ,"4,750","$1,663 ",$582 ,35%
Walmart,1185732,2/8/2022,Northeast,Connecticut,Hartford,Diet Coke,55,USPS,$0.35 ,"1,250",$438 ,$153 ,35%
Walmart,1185732,2/8/2022,Northeast,Connecticut,Hartford,Sprite,18,DHL,$0.25 ,"1,750",$438 ,$175 ,40%
Walmart,1185732,2/8/2022,Northeast,Connecticut,Hartford,Fanta,52,UPS,$0.30 ,500,$150 ,$60 ,40%
Walmart,1185732,2/8/2022,Northeast,Connecticut,Hartford,Powerade,34,DHL,$0.45 ,"1,250",$563 ,$169 ,30%
Walmart,1185732,2/8/2022,Northeast,Connecticut,Hartford,Dasani Water,26,FedEx,$0.35 ,"2,250",$788 ,$315 ,40%
Walmart,1185732,3/6/2022,Northeast,Connecticut,Hartford,Coca-Cola,27,UPS,$0.35 ,"4,450","$1,558 ",$545 ,35%
Walmart,1185732,3/6/2022,Northeast,Connecticut,Hartford,Diet Coke,26,UPS,$0.35 ,"1,500",$525 ,$184 ,35%
Walmart,1185732,3/6/2022,Northeast,Connecticut,Hartford,Sprite,30,FedEx,$0.25 ,"1,750",$438 ,$175 ,40%
Walmart,1185732,3/6/2022,Northeast,Connecticut,Hartford,Fanta,39,UPS,$0.30 ,250,$75 ,$30 ,40%
Walmart,1185732,3/6/2022,Northeast,Connecticut,Hartford,Powerade,23,UPS,$0.45 ,750,$338 ,$101 ,30%
Walmart,1185732,3/6/2022,Northeast,Connecticut,Hartford,Dasani Water,59,USPS,$0.35 ,"1,750",$613 ,$245 ,40%
Walmart,1185732,4/7/2022,Northeast,Connecticut,Hartford,Coca-Cola,29,FedEx,$0.35 ,"4,250","$1,488 ",$521 ,35%
Walmart,1185732,4/7/2022,Northeast,Connecticut,Hartford,Diet Coke,39,UPS,$0.35 ,"1,250",$438 ,$153 ,35%
Walmart,1185732,4/7/2022,Northeast,Connecticut,Hartford,Sprite,30,FedEx,$0.25 ,"1,250",$313 ,$125 ,40%
Walmart,1185732,4/7/2022,Northeast,Connecticut,Hartford,Fanta,20,DHL,$0.30 ,500,$150 ,$60 ,40%
Walmart,1185732,4/7/2022,Northeast,Connecticut,Hartford,Powerade,28,USPS,$0.45 ,500,$225 ,$68 ,30%
Walmart,1185732,4/7/2022,Northeast,Connecticut,Hartford,Dasani Water,20,FedEx,$0.35 ,"2,000",$700 ,$280 ,40%
Walmart,1185732,5/6/2022,Northeast,Connecticut,Hartford,Coca-Cola,47,DHL,$0.50 ,"4,700","$2,350 ",$823 ,35%
Walmart,1185732,5/6/2022,Northeast,Connecticut,Hartford,Diet Coke,53,FedEx,$0.45 ,"1,750",$788 ,$276 ,35%
Walmart,1185732,5/6/2022,Northeast,Connecticut,Hartford,Sprite,24,DHL,$0.40 ,"2,000",$800 ,$320 ,40%
Walmart,1185732,5/6/2022,Northeast,Connecticut,Hartford,Fanta,60,USPS,$0.40 ,"1,500",$600 ,$240 ,40%
Walmart,1185732,5/6/2022,Northeast,Connecticut,Hartford,Powerade,53,FedEx,$0.50 ,"1,750",$875 ,$263 ,30%
Walmart,1185732,5/6/2022,Northeast,Connecticut,Hartford,Dasani Water,50,FedEx,$0.55 ,"3,000","$1,650 ",$660 ,40%
Walmart,1185732,6/8/2022,Northeast,Connecticut,Hartford,Coca-Cola,27,FedEx,$0.50 ,"5,500","$2,750 ",$963 ,35%
Walmart,1185732,6/8/2022,Northeast,Connecticut,Hartford,Diet Coke,45,USPS,$0.45 ,"3,000","$1,350 ",$473 ,35%
Walmart,1185732,6/8/2022,Northeast,Connecticut,Hartford,Sprite,21,UPS,$0.40 ,"2,250",$900 ,$360 ,40%
Walmart,1185732,6/8/2022,Northeast,Connecticut,Hartford,Fanta,23,FedEx,$0.40 ,"2,000",$800 ,$320 ,40%
Walmart,1185732,6/8/2022,Northeast,Connecticut,Hartford,Powerade,32,USPS,$0.50 ,"2,000","$1,000 ",$300 ,30%
Walmart,1185732,6/8/2022,Northeast,Connecticut,Hartford,Dasani Water,52,FedEx,$0.55 ,"3,500","$1,925 ",$770 ,40%
Walmart,1185732,7/6/2022,Northeast,Connecticut,Hartford,Coca-Cola,52,USPS,$0.50 ,"5,750","$2,875 ","$1,006 ",35%
